Transaction_Text,Label
BANK Monthly wages credited TRANSACTION,Salary
BANK College fee payment UPI,Studies
BANK Transfer to family member ONLINE,Personal Transfer
GPAY UPI payment to Ravi PURCHASE,Personal Transfer
Restaurant dining at | Ref:7801af70 | Amount: INR 26799.54,Food
Prime Video subscription PURCHASE,Entertainment
BANK Spotify subscription TRANSACTION,Entertainment
POS Zepto grocery delivery PAYMENT,Groceries
IndiGo flight ticket | Ref:2256c630 | Amount: INR 5783.08,Transport
Petrol pump fuel payment | Ref:362133f3 | Amount: INR 45505.1,Petrol
Restaurant dining at | Ref:8d4815fe | Amount: INR 9982.03,Food
Zomato dinner bill | Ref:600519c7 | Amount: INR 47567.04,Food
SIP investment in mutual fund | Ref:610b4c3b | Amount: INR 47209.63,Investment
Amazon online shopping | Ref:99b5466b | Amount: INR 2707.0,Shopping
HDFC home loan EMI | Ref:2e386465 | Amount: INR 35694.93,EMI
BANK Bike loan EMI payment PAYMENT,EMI
GPAY Utility bill payment PAYMENT,Bills
MakeMyTrip hotel booking | Ref:7a72804b | Amount: INR 9176.25,Transport
PAYTM Provision store payment PURCHASE,Groceries
GPAY Bank account credit received ONLINE,Income
Petrol pump fuel payment | Ref:d01dfd79 | Amount: INR 4754.68,Petrol
PAYTM Room rent August,Rent
BANK Airtel recharge PAYMENT,Bills
McDonald's meal payment | Ref:32b9f6e6 | Amount: INR 20065.2,Food
Petrol pump fuel payment | Ref:8bde1711 | Amount: INR 21615.27,Petrol
UPI Monthly wages credited PAYMENT,Salary
PAYTM Payment to friend PURCHASE,Personal Transfer
Reliance Digital purchase | Ref:68d193ea | Amount: INR 32691.86,Shopping
Incoming bank credit,Income
MakeMyTrip hotel booking | Ref:540f2c37 | Amount: INR 43310.64,Transport
UPI Personal loan EMI payment TRANSACTION,EMI
Udemy course purchase ONLINE,Studies
PAYTM McDonalds online payment PAYMENT,Food
UPI transfer to friend,Personal Transfer
BANK Cinema ticket payment PURCHASE,Entertainment
Freelance payment received,Income
GPAY Payment received TRANSACTION,Income
PAYTM BookMyShow movie ticket TRANSACTION,Entertainment
Petrol pump fuel payment | Ref:3108a8d9 | Amount: INR 12222.37,Petrol
PAYTM Water bill payment TRANSACTION,Bills
UPI Hospital bill payment PAYMENT,Medical
ONLINE Misc expense payment,Other
UPI Unclassified transaction ONLINE,Other
MakeMyTrip hotel booking | Ref:b1afd4ed | Amount: INR 36613.62,Transport
PPF contribution | Ref:9eb5dbec | Amount: INR 23202.68,Investment
GPAY Disney Hotstar subscription PURCHASE,Entertainment
Personal loan EMI deduction | Ref:40875251 | Amount: INR 3290.88,EMI
Personal loan EMI deduction | Ref:f38b94fa | Amount: INR 15063.42,EMI
Swiggy order payment | Ref:aa4df232 | Amount: INR 37443.0,Food
BANK Misc expense payment ONLINE,Other
RedBus bus ticket | Ref:967fcee6 | Amount: INR 25056.69,Transport
GPAY Fixed deposit investment TRANSACTION,Investment
ONLINE UPI payment to Ravi PURCHASE,Personal Transfer
POS Diagnostic lab payment,Medical
Petrol pump fuel payment | Ref:a6f80a48 | Amount: INR 14503.68,Petrol
Petrol pump fuel payment | Ref:adf84fa9 | Amount: INR 45347.1,Petrol
GPAY Hospital bill payment PAYMENT,Medical
UPI College fee payment,Studies
BANK Home loan EMI payment TRANSACTION,EMI
GPAY School fee payment PAYMENT,Studies
Fixed deposit investment | Ref:e254318c | Amount: INR 6633.17,Investment
ONLINE DMart grocery purchase PURCHASE,Groceries
GPAY Clinic payment,Medical
SIP investment in mutual fund | Ref:0761f7c2 | Amount: INR 32911.98,Investment
Myntra clothing order | Ref:2f221c9c | Amount: INR 16782.54,Shopping
Clinic payment UPI,Medical
Zomato dinner bill | Ref:2a73b9ef | Amount: INR 11417.93,Food
SIP investment in mutual fund | Ref:bdaf51fa | Amount: INR 15084.82,Investment
PAYTM Water bill payment TRANSACTION,Bills
Shell fuel payment,Petrol
UPI Unclassified transaction PURCHASE,Other
Fixed deposit investment | Ref:d5790095 | Amount: INR 8298.09,Investment
Ola cab fare | Ref:b06415ef | Amount: INR 73.5,Transport
PAYTM General income credit ONLINE,Income
UPI UPI transfer to Arun PURCHASE,Personal Transfer
POS Home loan EMI payment TRANSACTION,EMI
POS Mobile bill payment,Bills
BANK UPI transfer to Arun PURCHASE,Personal Transfer
PAYTM Doctor consultation fee,Medical
PHONEPE Gaming purchase,Entertainment
UPI Car loan EMI payment PURCHASE,EMI
POS Money received TRANSACTION,Income
SIP investment in mutual fund | Ref:d3fc7e0c | Amount: INR 20269.68,Investment
PAYTM Internet broadband bill PURCHASE,Bills
Coursera course payment,Studies
POS Disney Hotstar subscription PAYMENT,Entertainment
GPAY Flat rent transfer ONLINE,Rent
IKEA furniture shopping | Ref:a8afef2e | Amount: INR 3280.47,Shopping
GPAY Monthly salary credit PURCHASE,Salary
PAYTM Salary August credit PURCHASE,Salary
SBI car loan EMI | Ref:35c77d8e | Amount: INR 35509.25,EMI
BANK Medical shop purchase PAYMENT,Medical
GPAY Medical shop purchase TRANSACTION,Medical
Zomato dinner bill | Ref:c467248f | Amount: INR 43387.11,Food
Education institute UPI payment PURCHASE,Studies
ONLINE Room rent August ONLINE,Rent
Bookstore study material ONLINE,Studies
PHONEPE Salary August credit ONLINE,Salary
PAYTM Unclassified transaction ONLINE,Other
PAYTM BigBasket grocery order UPI,Groceries
POS General purchase UPI,Other
UPI UPI transfer to friend UPI,Personal Transfer
Groww ETF investment | Ref:8e9935fe | Amount: INR 7459.29,Investment
HDFC home loan EMI | Ref:9f9019b9 | Amount: INR 3043.63,EMI
Cafe coffee purchase at | Ref:de13bb06 | Amount: INR 36436.13,Food
IRCTC train ticket booking | Ref:a7e726ad | Amount: INR 15878.07,Transport
Netflix monthly payment UPI,Entertainment
UPI IOCL fuel station UPI ONLINE,Petrol
UPI Tuition class payment UPI,Studies
Unclassified transaction,Other
BANK Retail clothing purchase PAYMENT,Shopping
Misc expense payment,Other
Dominos pizza order | Ref:c2f97fae | Amount: INR 15608.54,Food
HDFC home loan EMI | Ref:8f4bc0d8 | Amount: INR 37156.91,EMI
UPI Clinic payment ONLINE,Medical
MakeMyTrip hotel booking | Ref:d8431f5c | Amount: INR 44775.23,Transport
POS Blinkit grocery payment UPI,Groceries
PHONEPE Gaming purchase TRANSACTION,Entertainment
Swiggy order payment | Ref:44b35d65 | Amount: INR 8411.37,Food
POS Provision store payment PAYMENT,Groceries
Zomato dinner bill | Ref:fe1a69dd | Amount: INR 21609.07,Food
BANK Office salary received ONLINE,Salary
Flipkart electronics purchase | Ref:e6299b9d | Amount: INR 8695.62,Shopping
PHONEPE BigBasket grocery order PURCHASE,Groceries
MakeMyTrip hotel booking | Ref:71d2cad3 | Amount: INR 11274.75,Transport
GPAY Clinic payment,Medical
UPI Personal bank transfer TRANSACTION,Personal Transfer
POS Bookstore study material ONLINE,Studies
Bank credit received,Income
ONLINE School fee payment ONLINE,Studies
Flipkart electronics purchase | Ref:4829e6c4 | Amount: INR 11071.82,Shopping
PHONEPE Fixed deposit investment ONLINE,Investment
Commission received,Income
Payment to friend,Personal Transfer
Zomato dinner bill | Ref:53bd185c | Amount: INR 47388.89,Food
UPI Exam fee payment TRANSACTION,Studies
PAYTM Water bill payment PURCHASE,Bills
UPI Reliance Fresh supermarket payment PURCHASE,Groceries
GPAY House rent payment UPI,Rent
PHONEPE Commission received TRANSACTION,Income
PAYTM Mobile bill payment ONLINE,Bills
ONLINE Airtel recharge PAYMENT,Bills
BANK Internet broadband bill PAYMENT,Bills
GPAY BigBasket grocery order PURCHASE,Groceries
Restaurant dining at | Ref:91f17488 | Amount: INR 3078.57,Food
POS Monthly salary credit PURCHASE,Salary
BANK Employer salary payment UPI,Salary
SBI car loan EMI | Ref:5b8cf59d | Amount: INR 39473.92,EMI
POS Electricity bill payment TRANSACTION,Bills
Petrol pump fuel payment | Ref:17a07b8c | Amount: INR 7485.05,Petrol
Credit card EMI installment | Ref:59178972 | Amount: INR 6483.93,EMI
Zerodha stock purchase | Ref:1920dde6 | Amount: INR 3189.92,Investment
PHONEPE Provision store payment PAYMENT,Groceries
ONLINE Cash deposit credit TRANSACTION,Income
GPAY Institute fee payment PAYMENT,Studies
ONLINE Landlord rent payment TRANSACTION,Rent
Petrol pump fuel payment | Ref:be8f8053 | Amount: INR 40053.2,Petrol
UPI Misc expense payment PURCHASE,Other
UPI Blinkit grocery payment PURCHASE,Groceries
PAYTM Monthly rent transfer PAYMENT,Rent
ONLINE Zepto grocery delivery UPI,Groceries
ONLINE Clinic payment PURCHASE,Medical
Grocery purchase at Big Bazaar | Ref:275357f4 | Amount: INR 44718.54,Food
UPI Institute fee payment PAYMENT,Studies
POS Supermarket grocery purchase,Groceries
PHONEPE Flat rent transfer TRANSACTION,Rent
Incoming bank credit TRANSACTION,Income
BANK Zepto grocery delivery,Groceries
RedBus bus ticket | Ref:8ec65b73 | Amount: INR 7665.69,Transport
BANK UPI transfer to friend PURCHASE,Personal Transfer
McDonald's meal payment | Ref:c398f1bf | Amount: INR 7186.33,Food
ONLINE Disney Hotstar subscription ONLINE,Entertainment
BANK Medical shop purchase TRANSACTION,Medical
PPF contribution | Ref:3160ca7a | Amount: INR 7186.44,Investment
BANK Flat rent transfer ONLINE,Rent
Petrol pump fuel payment | Ref:eae2ac6c | Amount: INR 27764.11,Petrol
Myntra clothing order | Ref:0dea7948 | Amount: INR 10265.2,Shopping
BANK Tuition class payment TRANSACTION,Studies
BANK University tuition fee PAYMENT,Studies
GPAY Office salary received,Salary
PAYTM Provision store payment PURCHASE,Groceries
PAYTM Clinic payment TRANSACTION,Medical
BANK University tuition fee PAYMENT,Studies
PAYTM General payment PURCHASE,Other
Education institute UPI payment PURCHASE,Studies
Petrol pump fuel payment | Ref:79032ae2 | Amount: INR 5983.02,Petrol
IRCTC train ticket booking | Ref:a5abcafc | Amount: INR 6106.6,Transport
BANK Zomato online food order PAYMENT,Food
BANK Supermarket grocery purchase UPI,Groceries
BANK Coursera course payment TRANSACTION,Studies
PAYTM Utility bill payment TRANSACTION,Bills
Zomato dinner bill | Ref:0b600704 | Amount: INR 41745.37,Food
GPAY Clinic payment UPI,Medical
POS Bonus credited PAYMENT,Income
GPAY Unclassified transaction ONLINE,Other
BANK Flat rent transfer TRANSACTION,Rent
BANK Provision store payment PURCHASE,Groceries
POS MedPlus pharmacy purchase PAYMENT,Medical
PAYTM Hospital bill payment TRANSACTION,Medical
ONLINE Petrol bunk UPI payment TRANSACTION,Petrol
ONLINE Personal UPI transfer ONLINE,Personal Transfer
Uber ride payment | Ref:f98e3c2f | Amount: INR 47607.23,Transport
BANK Company salary deposit ONLINE,Salary
UPI Miscellaneous expense ONLINE,Other
RedBus bus ticket | Ref:3f46a55e | Amount: INR 46842.72,Transport
BANK College fee payment ONLINE,Studies
UPI Cinema ticket payment,Entertainment
PHONEPE Commission received ONLINE,Income
SIP investment in mutual fund | Ref:9ed57b11 | Amount: INR 3106.01,Investment
Institute fee payment PURCHASE,Studies
HPCL petrol payment TRANSACTION,Petrol
GPAY Ola cab fare TRANSACTION,Transport
ONLINE UPI transfer to friend UPI,Personal Transfer
BANK Indian Oil petrol pump payment PURCHASE,Petrol
GPAY Bookstore study material TRANSACTION,Studies
Restaurant dining at | Ref:84f46aa8 | Amount: INR 44781.06,Food
Reliance Digital purchase | Ref:2d32ca5a | Amount: INR 4199.55,Shopping
MakeMyTrip hotel booking | Ref:443424d2 | Amount: INR 46611.78,Transport
BANK House rent payment,Rent
Groww ETF investment | Ref:3ce7b45a | Amount: INR 15294.28,Investment
PAYTM Spotify subscription PURCHASE,Entertainment
ONLINE Coaching institute UPI,Studies
GPAY Prime Video subscription TRANSACTION,Entertainment
BANK BigBasket grocery order,Groceries
Grocery purchase at Big Bazaar | Ref:2e173621 | Amount: INR 1626.73,Food
Bajaj Finserv EMI payment | Ref:de00e5f0 | Amount: INR 10566.84,EMI
SIP investment in mutual fund | Ref:d8db61dc | Amount: INR 26980.6,Investment
POS Apollo Pharmacy payment,Medical
Swiggy order payment | Ref:49ad0428 | Amount: INR 15376.01,Food
ONLINE Netflix monthly payment ONLINE,Entertainment
RedBus bus ticket | Ref:a3c40481 | Amount: INR 17799.47,Transport
GPAY Water bill payment PAYMENT,Bills
POS UPI transfer to Arun,Personal Transfer
IRCTC train ticket booking | Ref:c2a4b2aa | Amount: INR 43343.52,Transport
PAYTM Spotify subscription PAYMENT,Entertainment
UPI DMart grocery purchase ONLINE,Groceries
Hospital bill payment ONLINE,Medical
BANK Salary August credit PAYMENT,Salary
GPAY Money transfer to person,Personal Transfer
UPI Misc expense payment ONLINE,Other
Dominos pizza order | Ref:f4605bf7 | Amount: INR 10934.17,Food
PHONEPE Coaching institute UPI,Studies
HDFC home loan EMI | Ref:f1cc6896 | Amount: INR 22462.31,EMI
UPI Netflix monthly payment ONLINE,Entertainment
Petrol pump fuel payment | Ref:e226dcf6 | Amount: INR 20283.15,Petrol
Cafe coffee purchase at | Ref:cb1cadef | Amount: INR 9770.68,Food
UPI Water bill payment UPI,Bills
Petrol pump fuel payment | Ref:d25e53c2 | Amount: INR 6250.66,Petrol
PAYTM Other transaction ONLINE,Other
POS Bank credit received,Income
GPAY UPI transfer to friend UPI,Personal Transfer
BANK Petrol bunk UPI payment,Petrol
Flipkart electronics purchase | Ref:5bda409c | Amount: INR 44056.1,Shopping
Petrol pump fuel payment | Ref:b159d196 | Amount: INR 25948.52,Petrol
Zomato dinner bill | Ref:604f8c04 | Amount: INR 13222.26,Food
GPAY Mithran Super Stores purchase UPI,Groceries
SIP investment in mutual fund | Ref:25e35021 | Amount: INR 25673.34,Investment
PAYTM Internet broadband bill ONLINE,Bills
GPAY Monthly rent transfer ONLINE,Rent
Fixed deposit investment | Ref:50cbaf4c | Amount: INR 49199.1,Investment
Personal loan EMI deduction | Ref:b8343b81 | Amount: INR 47060.09,EMI
UPI Medicine purchase PURCHASE,Medical
Swiggy order payment | Ref:59398e0e | Amount: INR 21628.72,Food
Personal loan EMI deduction | Ref:ba8ded00 | Amount: INR 40839.0,EMI
ONLINE Doctor consultation fee PURCHASE,Medical
PAYTM Payment to friend PURCHASE,Personal Transfer
PAYTM Payroll credit PAYMENT,Salary
PAYTM Medical shop purchase UPI,Medical
PAYTM Petrol bunk UPI payment TRANSACTION,Petrol
UPI General payment UPI,Other
BANK Education institute UPI payment ONLINE,Studies
Reliance Digital purchase | Ref:0149f227 | Amount: INR 19829.6,Shopping
PAYTM Monthly rent transfer PAYMENT,Rent
BANK Money transfer to person PAYMENT,Personal Transfer
UPI Unclassified transaction PURCHASE,Other
PPF contribution | Ref:9c748b17 | Amount: INR 15539.19,Investment
POS Netflix monthly payment ONLINE,Entertainment
PAYTM BigBasket grocery order ONLINE,Groceries
Credit card EMI installment | Ref:0715f1ce | Amount: INR 10070.33,EMI
Dominos pizza order | Ref:5dcbea12 | Amount: INR 17483.54,Food
PHONEPE Doctor consultation fee,Medical
RedBus bus ticket | Ref:f97bf560 | Amount: INR 16729.9,Transport
Uber ride payment | Ref:06fe791c | Amount: INR 7373.31,Transport
Petrol pump fuel payment | Ref:fa863f37 | Amount: INR 13830.12,Petrol
BANK Cinema ticket payment,Entertainment
Petrol pump fuel payment | Ref:ca21e7bb | Amount: INR 38446.93,Petrol
Credit card EMI installment | Ref:89b1b7c0 | Amount: INR 31582.11,EMI
ONLINE Shell fuel payment PAYMENT,Petrol
POS Monthly loan installment ONLINE,EMI
GPAY Jio mobile recharge ONLINE,Bills
POS Landlord rent payment PAYMENT,Rent
Grocery purchase at Big Bazaar | Ref:494e9806 | Amount: INR 12875.19,Food
PAYTM UPI payment to Ravi UPI,Personal Transfer
POS Supermarket grocery purchase PURCHASE,Groceries
Credit card EMI installment | Ref:10c51196 | Amount: INR 25170.19,EMI
Landlord rent payment PAYMENT,Rent
PHONEPE Unknown merchant payment UPI,Other
Netflix monthly payment PAYMENT,Entertainment
GPAY Doctor consultation fee UPI,Medical
SIP investment in mutual fund | Ref:ab63dfd6 | Amount: INR 47277.4,Investment
PHONEPE Petrol bunk UPI payment PAYMENT,Petrol
POS Hospital bill payment PAYMENT,Medical
UPI Personal UPI transfer ONLINE,Personal Transfer
HDFC home loan EMI | Ref:59e04fbb | Amount: INR 17105.55,EMI
PPF contribution | Ref:87d52879 | Amount: INR 17157.8,Investment
UPI Theatre ticket payment PURCHASE,Entertainment
SBI car loan EMI | Ref:c42c56ae | Amount: INR 3989.1,EMI
PAYTM Flat rent transfer TRANSACTION,Rent
Ola cab fare | Ref:74273bf1 | Amount: INR 27610.58,Transport
PHONEPE Fixed deposit investment PURCHASE,Investment
BANK Company salary deposit ONLINE,Salary
Theatre ticket payment PURCHASE,Entertainment
BANK Exam fee payment UPI,Studies
MakeMyTrip hotel booking | Ref:664e2f69 | Amount: INR 19245.31,Transport
Payment received,Income
Money received,Income
GPAY Spotify subscription PAYMENT,Entertainment
McDonald's meal payment | Ref:ce1883d2 | Amount: INR 40174.03,Food
GPAY Cinema ticket payment ONLINE,Entertainment
GPAY BigBasket grocery order PURCHASE,Groceries
POS Supermarket grocery purchase ONLINE,Groceries
PAYTM Utility bill payment PAYMENT,Bills
Unknown bank transaction UPI,Other
ONLINE Petrol bunk UPI payment TRANSACTION,Petrol
UPI Blinkit grocery payment TRANSACTION,Groceries
Bank credit received PURCHASE,Income
Unclassified transaction PURCHASE,Other
Myntra clothing order | Ref:1cd896d7 | Amount: INR 5208.91,Shopping
Apartment rent payment,Rent
PHONEPE General income credit PURCHASE,Income
Restaurant dining at | Ref:d7f48816 | Amount: INR 29858.8,Food
UPI Educational institution fee UPI,Studies
PAYTM Bank account credit received PURCHASE,Income
Zerodha stock purchase | Ref:f023d82f | Amount: INR 49863.6,Investment
ONLINE Apollo Pharmacy payment TRANSACTION,Medical
Dominos pizza order | Ref:ab37a292 | Amount: INR 49419.4,Food
IKEA furniture shopping | Ref:81bca1f4 | Amount: INR 47604.65,Shopping
BANK House rent payment,Rent
BANK Airtel recharge UPI,Bills
IKEA furniture shopping | Ref:7b7f5daa | Amount: INR 24005.61,Shopping
Personal loan EMI deduction | Ref:bcfebd0a | Amount: INR 45871.86,EMI
PAYTM Zepto grocery delivery PAYMENT,Groceries
UPI Cinema ticket payment UPI,Entertainment
BANK Employer salary payment,Salary
BANK Clinic payment TRANSACTION,Medical
UPI Cash deposit credit PURCHASE,Income
BANK Other transaction UPI,Other
POS Personal UPI transfer ONLINE,Personal Transfer
POS Monthly wages credited PURCHASE,Salary
ONLINE Money transfer to person ONLINE,Personal Transfer
SIP investment in mutual fund | Ref:6d88f3dc | Amount: INR 11688.24,Investment
Groww ETF investment | Ref:1e4f5a81 | Amount: INR 25678.65,Investment
UPI Office salary received PURCHASE,Salary
Zerodha stock purchase | Ref:9a9f8aa7 | Amount: INR 16635.73,Investment
PHONEPE Hostel rent payment TRANSACTION,Rent
Swiggy order payment | Ref:4f562c77 | Amount: INR 16122.19,Food
BANK Udemy course purchase TRANSACTION,Studies
